Experiment_type,Experiment_name,Experiment_tag,Experiment_description,Int_value
LLM-Arena,narrow_further_down,6,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1877
LLM-Arena,narrow_further_down,6,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1874
LLM-Arena,narrow_further_down,6,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1875
LLM-Arena,narrow_further_down,6,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_DEFAULT,1879
LLM-Arena,narrow_further_down,6,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1876
LLM-Arena,narrow_further_down,6,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_ANNOTATED_SINGLE_TEST,1880
LLM-Arena,narrow_further_down,6,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_DEFAULT,1882
LLM-Arena,narrow_further_down,6,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE,1881
LLM-Arena,narrow_further_down,6,Option|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1878
LLM-Arena,narrow_further_down,6,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1883
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1884
LLM-Arena,narrow_further_down,6,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD|TEST_FULL_SUITE_PLUS_ANNOTATED,1873
drytest,ausprob,0,Lift|MUTANT_ANNOTATED_SINGLE_METHOD,1893
drytest,ausprob,0,IntHashMap|MUTANT_ANNOTATED_SINGLE_METHOD,1891
drytest,ausprob,0,Option|MUTANT_ANNOTATED_SINGLE_METHOD,1892
drytest,ausprob,0,Complex|MUTANT_ANNOTATED_SINGLE_METHOD,1890
drytest,ausprob,0,CaseInsensitiveString|MUTANT_ANNOTATED_SINGLE_METHOD,1894
drytest,ausprob,0,CTEs|MUTANT_ANNOTATED_SINGLE_METHOD,1895
drytest,drytest_liveclasses,0,CharRange|TEST_FULL_SUITE_PLUS_DEFAULT,1899
drytest,drytest_liveclasses,0,CharRange|MUTANT_ANNOTATED_SINGLE_METHOD,1903
drytest,drytest_liveclasses,1,CharRange|TEST_FULL_SUITE_PLUS_DEFAULT,1905
drytest,drytest_liveclasses,1,CharRange|MUTANT_ANNOTATED_SINGLE_METHOD,1906
drytest,drytest_liveclasses,1,ByteVector|TEST_FULL_SUITE_PLUS_DEFAULT,1900
drytest,drytest_liveclasses,1,ByteVector|MUTANT_ANNOTATED_SINGLE_METHOD,1901
drytest,drytest_liveclasses,0,ByteVector|MUTANT_ANNOTATED_SINGLE_METHOD,1904
drytest,drytest_liveclasses,0,ByteVector|TEST_FULL_SUITE_PLUS_DEFAULT,1902
