Conversation_ID,Strategy,Type,Game_ID,User_ID,Mutant_ID,Test_ID,Is_Active,Is_Success
42705,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12293,,0,1
42706,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42707,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32057,0,1
42708,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12294,,0,1
42709,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42710,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12297,,0,1
42711,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42712,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12295,,0,1
42713,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42714,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32055,0,1
42715,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32059,0,1
42716,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,32056,0,1
42717,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42718,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12298,,0,1
42719,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42720,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12300,,0,1
42721,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,12299,,0,1
42722,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32060,0,1
42723,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42724,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42725,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42726,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32076,0,1
42727,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42728,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12302,,0,1
42729,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32064,0,1
42730,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42731,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,32066,0,1
42732,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42733,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42734,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1772,5,,,0,1
42735,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12308,,0,1
42736,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,,,0,0
42737,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32062,0,1
42738,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42739,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,,,0,0
42740,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42741,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,0
42742,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32069,0,1
42743,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,32074,0,1
42744,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32079,0,1
42745,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12309,,0,1
42746,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,12310,,0,1
42747,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42748,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42749,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12312,,0,1
42750,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12311,,0,1
42751,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42752,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,32084,0,1
42753,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42754,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1772,5,,,0,1
42755,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12314,,0,1
42756,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,12313,,0,1
42757,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42758,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,,,0,0
42759,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32081,0,1
42760,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42761,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42762,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,,0,0
42763,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1772,5,,,0,1
42764,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,,,0,0
42765,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42766,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12317,,0,1
42767,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42768,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32085,0,1
42769,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,,0,0
42770,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,,0,0
42771,TEST_FULL_SUITE,DEFEND_DEFAULT,1776,6,,,0,1
42772,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12315,,0,1
42773,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12316,,0,1
42774,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42775,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12320,,0,1
42776,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42777,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42778,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42779,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,,,0,0
42780,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12324,,0,1
42781,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42782,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42783,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,0
42784,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42785,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12325,,0,1
42786,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42787,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42788,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12330,,0,1
42789,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42790,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12328,,0,1
42791,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32096,0,1
42792,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42793,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,,,0,0
42794,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42795,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42796,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12329,,0,1
42797,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32101,0,1
42798,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,,0,0
42799,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32104,0,1
42800,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42801,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12331,,0,1
42802,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42803,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42804,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,,,0,0
42805,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12332,,0,1
42806,TEST_FULL_SUITE,DEFEND_DEFAULT,1776,6,,,0,1
42807,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12333,,0,1
42808,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42809,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,,,0,0
42810,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32105,0,1
42811,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42812,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42813,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12335,,0,1
42814,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42815,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12336,,0,1
42816,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32111,0,1
42817,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42818,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32107,0,1
42819,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32112,0,1
42820,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42821,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42822,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32113,0,1
42823,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12338,,0,1
42824,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,12337,,0,1
42825,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42826,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42827,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1772,5,,,0,1
42828,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1772,5,12342,,0,1
42829,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42830,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12340,,0,1
42831,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_FOCUS,1772,6,,32119,0,1
42832,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12339,,0,1
42833,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32116,0,1
42834,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42835,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,,,0,0
42836,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42837,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42838,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42839,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42840,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32117,0,1
42841,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32122,0,1
42842,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12343,,0,1
42843,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32120,0,1
42844,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,1
42845,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,32124,0,1
42846,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32121,0,1
42847,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42848,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12344,,0,1
42849,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,,0,0
42850,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42851,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,,,0,0
42852,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32125,0,1
42853,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32133,0,1
42854,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,1
42855,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42856,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12345,,0,1
42857,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42858,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12346,,0,1
42859,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32130,0,1
42860,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42861,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42862,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42863,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12348,,0,1
42864,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,0,0
42865,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,1
42866,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12347,,0,1
42867,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32136,0,1
42868,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,,0,0
42869,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42870,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12349,,0,1
42871,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1775,5,,,0,1
42872,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42873,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,1
42874,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12350,,0,1
42875,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32142,0,1
42876,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1773,5,,,1,0
42877,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1773,6,,32146,0,1
42878,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12351,,0,1
42879,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,32154,0,1
42880,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,0
42881,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42882,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12352,,0,1
42883,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32150,0,1
42884,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1775,5,,,0,1
42885,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42886,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42887,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42888,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,1777,6,,,0,1
42889,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,12353,,0,1
42890,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42891,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12354,,0,1
42892,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,1
42893,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,,0,1
42894,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32161,0,1
42895,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42896,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,32162,0,1
42897,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32158,0,1
42898,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,,,0,0
42899,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32159,0,1
42900,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42901,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12356,,0,1
42902,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12355,,0,1
42903,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32163,0,1
42904,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1772,5,,,0,1
42905,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,32167,0,1
42906,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32164,0,1
42907,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32169,0,1
42908,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32165,0,1
42909,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,12357,,0,1
42910,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,0,0
42911,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42912,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42913,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32168,0,1
42914,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42915,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12358,,0,1
42916,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,1775,5,,,0,1
42917,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32170,0,1
42918,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,,0,0
42919,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42920,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,12361,,0,1
42921,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32172,0,1
42922,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1778,5,,,0,1
42923,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_DEFAULT,1778,6,,,0,1
42924,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1778,5,12359,,0,1
42925,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_ONE_FROM_MANY,1778,6,,,0,1
42926,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32174,0,1
42927,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42928,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1778,5,,,0,1
42929,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12362,,0,1
42930,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42931,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1778,5,12363,,0,1
42932,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,12360,,0,1
42933,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32175,0,1
42934,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_ONE_FROM_MANY,1778,6,,32178,0,1
42935,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32182,0,1
42936,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1775,5,,,0,1
42937,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42938,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,,,0,0
42939,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42940,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,12364,,0,1
42941,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42942,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1778,5,,,0,1
42943,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,32180,0,1
42944,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_ONE_FROM_MANY,1778,6,,,0,1
42945,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12365,,0,1
42946,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1778,5,,,0,0
42947,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_ONE_FROM_MANY,1778,6,,32181,0,1
42948,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42949,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,12366,,0,1
42950,TEST_FULL_SUITE,DEFEND_ONE_FROM_MANY,1776,6,,,0,0
42951,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42952,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12367,,0,1
42953,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,,0,1
42954,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32185,0,1
42955,TEST_DEFAULT,DEFEND_FOCUS,1774,6,,,1,0
42956,TEST_FULL_SUITE_PLUS_ANNOTATED,DEFEND_ONE_FROM_MANY,1778,6,,32186,0,1
42957,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12368,,0,1
42958,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1777,5,,,0,1
42959,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1777,5,,,0,0
42960,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1776,5,,,0,1
42961,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1776,5,12369,,0,1
42962,TEST_ANNOTATED_SINGLE_TEST,DEFEND_DEFAULT,1775,6,,32194,0,1
42963,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1775,5,,,0,0
42964,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,1774,5,,,0,1
42965,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1774,5,12370,,0,1
42966,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,1777,6,,32190,0,1
42967,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,1778,5,12371,,0,1
